I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-31,152,183,-60,-107,168,46,-20,6,-63,-131,71
-31,152,183,-60,-107,168,46,-19,6,-62,-131,72
-30,153,183,-61,-106,168,45,-19,6,-63,-131,71
-30,153,183,-61,-106,168,45,-18,6,-62,-131,72
-29,153,182,-62,-105,168,45,-17,6,-62,-130,73
-29,153,182,-62,-105,168,45,-17,6,-62,-129,74
-28,154,182,-63,-105,168,43,-17,5,-63,-129,73
-28,154,182,-63,-105,168,43,-17,4,-63,-128,74
-27,154,181,-63,-104,168,43,-17,4,-63,-128,74
-27,153,180,-63,-103,167,43,-17,4,-63,-128,75
-26,154,180,-64,-103,167,43,-17,4,-62,-127,75
-26,154,180,-64,-103,167,43,-16,4,-61,-126,76
-25,155,180,-65,-102,168,43,-16,3,-61,-126,76
-25,155,180,-65,-102,168,43,-15,3,-61,-125,77
-24,155,179,-65,-101,167,43,-15,3,-60,-124,78
-24,155,179,-65,-101,167,42,-14,3,-60,-123,79
-23,155,178,-66,-100,167,41,-15,1,-61,-123,79
-22,155,177,-66,-99,166,40,-16,0,-62,-123,80
-22,155,177,-66,-99,166,39,-16,0,-62,-122,80
-22,155,177,-66,-99,166,39,-16,-1,-62,-121,81
-21,155,176,-67,-98,166,38,-16,-2,-62,-121,81
-21,155,176,-67,-98,166,38,-16,-3,-61,-120,81
-20,155,175,-67,-97,165,37,-16,-5,-61,-120,81
-19,156,175,-68,-97,166,37,-16,-6,-60,-119,83
-18,156,174,-69,-96,165,35,-16,-7,-60,-118,83
-17,157,174,-70,-95,166,35,-16,-9,-60,-117,85
-16,157,173,-70,-94,165,34,-16,-11,-60,-116,86
-15,158,173,-71,-94,166,33,-17,-13,-60,-114,88
-14,158,172,-72,-93,165,31,-18,-16,-61,-114,88
-13,158,171,-72,-92,165,31,-18,-19,-61,-113,89
-12,158,170,-73,-91,164,30,-18,-21,-61,-112,90
-12,159,171,-73,-91,165,28,-20,-25,-62,-112,89
-11,159,170,-74,-90,165,28,-20,-27,-62,-110,91
-10,160,170,-75,-90,165,26,-21,-31,-63,-110,91
-9,161,170,-76,-89,166,25,-22,-34,-63,-108,93
-8,161,169,-76,-88,165,23,-24,-38,-65,-108,94
-8,162,170,-77,-89,166,22,-25,-42,-65,-106,96
-7,162,169,-77,-88,166,21,-26,-45,-65,-104,98
-6,162,168,-78,-87,165,19,-28,-50,-66,-104,99
-5,162,167,-78,-86,165,17,-29,-54,-67,-102,101
-4,162,166,-79,-85,164,17,-31,-58,-66,-101,102
-4,163,167,-79,-85,165,14,-33,-64,-68,-100,102
-3,163,166,-80,-84,165,13,-34,-68,-68,-99,103
-2,164,166,-81,-84,165,11,-36,-73,-69,-98,104
-2,164,166,-81,-84,165,10,-37,-78,-70,-96,106
-1,165,166,-82,-83,166,9,-39,-82,-70,-94,108
0,165,165,-82,-82,165,7,-41,-87,-72,-93,108
0,165,165,-82,-82,165,6,-43,-92,-72,-91,110
1,165,164,-83,-81,165,5,-45,-96,-72,-90,112
1,165,164,-83,-81,165,4,-47,-100,-73,-89,113
2,166,164,-84,-81,165,2,-50,-106,-74,-89,113
2,166,164,-84,-81,165,2,-52,-110,-74,-89,113
2,166,164,-84,-81,165,1,-55,-114,-74,-88,114
3,166,163,-84,-80,165,0,-57,-118,-75,-88,115
3,166,163,-84,-80,165,0,-59,-121,-76,-87,116
3,166,163,-84,-80,165,-1,-61,-124,-77,-87,117
2,166,164,-84,-81,165,-2,-63,-127,-78,-87,117
2,165,163,-83,-80,164,-2,-64,-129,-78,-86,118
1,165,164,-83,-81,165,-3,-66,-131,-79,-87,118
0,165,165,-82,-82,165,-3,-68,-133,-80,-88,118
-1,165,166,-82,-83,166,-2,-68,-133,-79,-88,118
-2,165,167,-81,-84,166,-2,-69,-133,-80,-90,117
-3,166,169,-81,-86,168,-2,-70,-133,-80,-91,116
-4,166,170,-81,-87,168,-1,-70,-132,-81,-93,115
-5,166,171,-80,-88,169,1,-69,-130,-81,-94,115
-7,167,174,-80,-90,171,1,-70,-129,-82,-96,113
-8,167,175,-79,-91,171,2,-71,-127,-84,-98,112
-10,167,177,-78,-93,172,4,-70,-125,-84,-100,111
-12,167,179,-77,-95,173,5,-70,-123,-85,-102,110
-14,167,181,-76,-97,174,6,-71,-122,-87,-105,107
-15,167,182,-76,-98,175,8,-70,-119,-87,-107,106
-17,167,184,-75,-100,176,10,-70,-117,-88,-110,103
-18,167,185,-74,-101,176,12,-69,-114,-89,-111,102
-20,167,187,-73,-103,177,13,-69,-112,-89,-113,101
-21,167,188,-73,-104,178,15,-68,-108,-90,-115,99
-22,167,189,-72,-105,178,16,-68,-106,-91,-117,98
-24,167,191,-71,-107,179,18,-67,-102,-92,-118,97
-25,167,192,-71,-108,180,18,-67,-101,-93,-121,95
-27,167,194,-70,-110,181,20,-66,-98,-94,-123,94
-29,167,196,-69,-112,182,20,-66,-96,-95,-125,91
-30,166,196,-68,-113,181,22,-66,-93,-96,-127,90
-32,166,198,-67,-115,182,24,-65,-90,-96,-128,89
-33,166,199,-66,-116,183,25,-64,-88,-97,-130,87
-34,166,200,-66,-117,183,26,-64,-86,-98,-132,85
-35,165,200,-65,-117,183,28,-63,-83,-98,-133,85
-36,165,201,-64,-118,183,29,-63,-81,-99,-135,84
-37,165,202,-64,-119,184,30,-62,-78,-100,-136,83
-37,165,202,-64,-119,184,31,-63,-77,-101,-138,82
-38,165,203,-63,-120,184,31,-63,-76,-102,-139,80
-39,164,203,-62,-121,184,32,-62,-74,-102,-140,80
-40,164,204,-62,-122,184,33,-62,-73,-102,-141,78
-40,163,203,-61,-121,183,33,-61,-72,-103,-142,77
-41,163,204,-61,-122,184,35,-60,-70,-103,-142,77
-41,163,204,-61,-122,184,35,-59,-69,-104,-142,77
-41,163,204,-61,-122,184,35,-59,-68,-104,-143,76
-41,163,204,-61,-122,184,35,-59,-67,-105,-143,76
-41,162,203,-60,-122,183,36,-59,-66,-105,-144,76
-41,162,203,-60,-122,183,36,-59,-65,-105,-145,75
-42,161,203,-59,-122,182,37,-58,-64,-104,-144,75
-42,161,203,-59,-122,182,36,-58,-63,-104,-145,75
-43,160,203,-58,-123,182,36,-57,-62,-104,-146,74
-43,160,203,-58,-123,182,36,-57,-61,-103,-146,73
-43,160,203,-58,-123,182,36,-57,-60,-103,-147,73
-42,160,202,-59,-122,181,36,-56,-59,-103,-147,72
-42,160,202,-59,-122,181,36,-56,-59,-103,-147,72
-42,160,202,-59,-122,181,36,-56,-58,-103,-147,72
-42,160,202,-59,-122,181,36,-56,-57,-103,-148,72
-43,160,203,-58,-123,182,36,-56,-57,-103,-148,72
-43,160,203,-58,-123,182,36,-56,-57,-104,-148,72
-43,160,203,-58,-123,182,36,-56,-56,-104,-148,71
-43,160,203,-58,-123,182,37,-55,-56,-104,-148,71
-43,160,203,-58,-123,182,37,-55,-56,-103,-148,71
-43,160,203,-58,-123,182,38,-55,-55,-103,-148,71
-43,160,203,-58,-123,182,38,-55,-55,-104,-148,70
-43,160,203,-58,-123,182,38,-55,-55,-104,-148,70
-43,161,204,-59,-123,183,37,-55,-55,-104,-148,71
-43,161,204,-59,-123,183,37,-55,-54,-104,-148,71
-43,161,204,-59,-123,183,37,-55,-54,-104,-148,71
-43,161,204,-59,-123,183,36,-55,-54,-104,-148,71
-43,161,204,-59,-123,183,36,-55,-54,-104,-148,71
-43,161,204,-59,-123,183,36,-55,-54,-104,-148,71
-43,162,205,-59,-124,184,36,-55,-54,-104,-148,71
-43,162,205,-59,-124,184,36,-55,-54,-104,-148,70
-43,162,205,-59,-124,184,36,-54,-54,-104,-148,70
-43,162,205,-59,-124,184,36,-54,-54,-104,-148,70
-43,163,206,-60,-124,185,35,-55,-55,-105,-149,70
-43,162,205,-59,-124,184,35,-54,-54,-105,-148,71
-44,162,206,-59,-125,184,34,-55,-55,-105,-149,70
-44,162,206,-59,-125,184,34,-55,-55,-106,-149,70
-45,161,206,-58,-125,184,35,-55,-54,-105,-148,71
-45,161,206,-58,-125,184,34,-55,-55,-106,-148,70
-45,161,206,-58,-125,184,34,-55,-55,-106,-149,70
-45,161,206,-58,-125,184,35,-54,-54,-106,-149,71
-44,162,206,-59,-125,184,34,-55,-55,-106,-149,70
-44,162,206,-59,-125,184,34,-55,-55,-106,-149,71
-44,162,206,-59,-125,184,34,-55,-54,-107,-149,71
-44,162,206,-59,-125,184,35,-55,-54,-107,-149,71
-44,163,207,-59,-125,185,34,-55,-55,-107,-149,71
-44,162,206,-59,-125,184,34,-56,-55,-108,-149,71
-44,162,206,-59,-125,184,34,-56,-55,-108,-150,71
-44,162,206,-59,-125,184,34,-57,-55,-108,-150,71
-43,162,205,-59,-124,184,35,-57,-56,-108,-150,70
-43,162,205,-59,-124,184,35,-57,-56,-108,-150,70
-43,162,205,-59,-124,184,35,-57,-56,-107,-150,71
-43,162,205,-59,-124,184,34,-57,-56,-107,-150,71
-43,162,205,-59,-124,184,34,-57,-57,-108,-150,70
-43,162,205,-59,-124,184,34,-57,-57,-109,-151,70
-43,161,204,-59,-123,183,33,-58,-58,-109,-151,69
-44,161,205,-58,-124,183,33,-58,-59,-110,-152,69
-44,160,204,-58,-124,182,34,-58,-59,-109,-152,70
-44,160,204,-58,-124,182,34,-58,-60,-110,-152,69
-44,160,204,-58,-124,182,34,-58,-60,-110,-153,69
-44,160,204,-58,-124,182,35,-58,-60,-111,-153,69
-44,161,205,-58,-124,183,34,-59,-62,-112,-154,68
-44,161,205,-58,-124,183,34,-59,-62,-112,-154,69
-44,161,205,-58,-124,183,34,-60,-62,-112,-154,69
-44,161,205,-58,-124,183,34,-60,-63,-113,-155,68
-44,160,204,-58,-124,182,34,-59,-62,-112,-154,69
-45,160,205,-57,-125,183,34,-59,-63,-113,-155,69
-45,160,205,-57,-125,183,34,-59,-63,-113,-155,68
-45,160,205,-57,-125,183,34,-59,-64,-113,-155,68
-45,160,205,-57,-125,183,34,-59,-64,-113,-155,68
-45,160,205,-57,-125,183,34,-59,-64,-113,-155,67
-45,160,205,-57,-125,183,34,-59,-64,-113,-155,67
-44,161,205,-58,-124,183,33,-60,-65,-114,-155,67
-44,161,205,-58,-124,183,32,-60,-66,-115,-155,67
-44,161,205,-58,-124,183,32,-60,-66,-115,-155,66
-45,160,205,-57,-125,183,32,-60,-66,-115,-155,67
-45,160,205,-57,-125,183,31,-60,-67,-115,-155,66
-46,159,205,-56,-125,182,32,-59,-67,-115,-155,67
-47,159,206,-56,-126,183,32,-60,-67,-115,-156,66
-47,158,205,-55,-126,182,32,-60,-68,-116,-156,66
-47,159,206,-56,-126,183,32,-60,-68,-116,-157,66
-47,159,206,-56,-126,183,32,-60,-68,-115,-156,66
-47,159,206,-56,-126,183,32,-60,-68,-115,-156,67
-46,159,205,-56,-125,182,32,-60,-68,-115,-156,67
-46,159,205,-56,-125,182,32,-60,-68,-115,-156,68
-47,159,206,-56,-126,183,32,-61,-68,-116,-156,67
-47,158,205,-55,-126,182,32,-61,-69,-116,-157,67
-47,157,204,-55,-125,181,32,-60,-68,-116,-157,67
-48,157,205,-54,-126,181,32,-61,-69,-116,-157,67
-48,156,204,-54,-126,180,32,-61,-70,-116,-157,67
-48,156,204,-54,-126,180,33,-60,-70,-115,-157,67
-47,157,204,-55,-125,181,33,-60,-70,-115,-157,67
-47,157,204,-55,-125,181,33,-60,-70,-115,-156,68
-46,158,204,-56,-125,181,32,-61,-70,-116,-157,67
-46,158,204,-56,-125,181,32,-60,-70,-116,-156,67
-46,159,205,-56,-125,182,32,-60,-71,-116,-156,67
-46,158,204,-56,-125,181,32,-60,-71,-116,-156,67
-46,158,204,-56,-125,181,32,-61,-71,-116,-157,67
-47,158,205,-55,-126,182,32,-61,-72,-116,-157,67
-47,158,205,-55,-126,182,31,-61,-72,-116,-157,66
-47,158,205,-55,-126,182,31,-60,-72,-117,-158,66
-47,158,205,-55,-126,182,31,-61,-73,-117,-158,66
-46,158,204,-56,-125,181,31,-61,-73,-118,-158,66
-46,158,204,-56,-125,181,31,-61,-73,-118,-158,66
-46,158,204,-56,-125,181,31,-61,-73,-118,-158,66
-46,157,203,-55,-124,180,31,-61,-74,-118,-159,67
-46,157,203,-55,-124,180,31,-62,-74,-119,-159,67
-46,157,203,-55,-124,180,31,-62,-74,-119,-160,67
-47,157,204,-55,-125,181,32,-62,-74,-118,-159,67
-47,157,204,-55,-125,181,32,-62,-74,-118,-159,67
-47,157,204,-55,-125,181,32,-62,-74,-118,-159,66
-47,158,205,-55,-126,182,31,-63,-75,-119,-160,65
-46,158,204,-56,-125,181,32,-62,-74,-119,-159,65
-46,159,205,-56,-125,182,31,-62,-74,-119,-159,65
-46,159,205,-56,-125,182,31,-62,-74,-119,-159,65
-46,159,205,-56,-125,182,32,-63,-74,-119,-159,65
-47,158,205,-55,-126,182,32,-63,-75,-119,-159,65
-47,158,205,-55,-126,182,32,-64,-75,-120,-160,64
-47,158,205,-55,-126,182,31,-64,-75,-120,-160,64
-48,158,206,-55,-127,182,32,-63,-74,-119,-160,64
-48,158,206,-55,-127,182,32,-63,-74,-119,-160,64
-47,158,205,-55,-126,182,31,-64,-75,-120,-161,63
-47,158,205,-55,-126,182,30,-64,-75,-120,-161,63
-47,158,205,-55,-126,182,30,-64,-74,-120,-161,63
-47,158,205,-55,-126,182,29,-64,-75,-120,-161,63
-47,158,205,-55,-126,182,29,-64,-75,-121,-161,63
-47,158,205,-55,-126,182,29,-64,-75,-121,-161,63
-47,158,205,-55,-126,182,30,-64,-75,-121,-161,63
-48,158,206,-55,-127,182,31,-63,-74,-120,-160,64
-48,157,205,-54,-126,181,30,-63,-75,-120,-160,64
-48,157,205,-54,-126,181,30,-63,-74,-120,-160,64
-48,157,205,-54,-126,181,30,-63,-74,-120,-160,64
-48,158,206,-55,-127,182,30,-63,-74,-120,-160,64
-47,158,205,-55,-126,182,28,-64,-75,-120,-161,64
-47,158,205,-55,-126,182,28,-65,-75,-120,-162,64
-47,159,206,-56,-126,183,28,-65,-75,-121,-162,64
-47,159,206,-56,-126,183,28,-65,-75,-121,-162,64
-48,159,207,-55,-127,183,27,-66,-76,-122,-162,64
-48,158,206,-55,-127,182,28,-65,-75,-121,-161,65
-48,158,206,-55,-127,182,28,-64,-75,-121,-161,65
-48,158,206,-55,-127,182,28,-64,-75,-121,-160,65
-47,158,205,-55,-126,182,27,-65,-76,-122,-161,64
-47,158,205,-55,-126,182,27,-65,-76,-121,-161,64
-47,158,205,-55,-126,182,27,-64,-75,-121,-160,64
-46,157,203,-55,-124,180,26,-64,-75,-121,-160,64
-47,157,204,-55,-125,181,27,-64,-74,-120,-159,65
-47,156,203,-54,-125,180,27,-64,-75,-121,-160,64
-48,156,204,-54,-126,180,26,-64,-75,-121,-160,64
-48,156,204,-54,-126,180,26,-65,-75,-121,-161,64
-48,156,204,-54,-126,180,26,-64,-75,-121,-161,64
-48,157,205,-54,-126,181,26,-64,-75,-121,-161,64
-47,157,204,-55,-125,181,26,-64,-75,-121,-161,64
-47,158,205,-55,-126,182,26,-65,-75,-122,-161,63
-46,159,205,-56,-125,182,26,-64,-74,-122,-160,64
-46,159,205,-56,-125,182,27,-64,-74,-122,-160,64
-45,160,205,-57,-125,183,27,-64,-74,-122,-161,64
-45,160,205,-57,-125,183,28,-64,-73,-121,-160,64
-45,161,206,-58,-125,184,28,-63,-72,-120,-160,65
-44,161,205,-58,-124,183,28,-62,-72,-120,-161,65
-43,162,205,-59,-124,184,29,-61,-71,-119,-160,65
-43,162,205,-59,-124,184,29,-59,-70,-118,-159,66
-43,162,205,-59,-124,184,30,-58,-69,-118,-158,67
-42,163,205,-60,-123,184,29,-58,-69,-118,-158,67
-41,165,206,-62,-123,186,29,-59,-69,-118,-158,66
-41,166,207,-62,-124,187,30,-58,-67,-116,-156,67
-41,167,208,-63,-124,188,30,-59,-67,-116,-156,68
-40,169,209,-64,-124,189,30,-59,-66,-116,-156,68
-40,171,211,-65,-125,191,31,-58,-64,-114,-155,69
-40,173,213,-66,-126,193,31,-58,-63,-113,-154,69
-40,174,214,-67,-127,194,32,-57,-62,-112,-153,70
-40,175,215,-67,-127,195,32,-58,-62,-113,-153,69
-40,175,215,-67,-127,195,32,-58,-61,-112,-153,70
-40,175,215,-67,-127,195,32,-58,-61,-111,-152,71
-39,176,215,-68,-127,196,31,-59,-60,-110,-151,72
-38,177,215,-69,-126,196,29,-61,-60,-110,-151,72
-37,178,215,-70,-126,197,27,-62,-60,-109,-150,74
-35,180,215,-72,-125,198,25,-61,-58,-108,-148,75
-33,182,215,-74,-124,199,24,-61,-57,-106,-147,76
-32,184,216,-76,-124,200,23,-61,-56,-105,-146,77
-32,185,217,-76,-124,201,22,-60,-56,-105,-146,77
-31,185,216,-77,-123,201,22,-59,-56,-104,-146,77
-31,184,215,-76,-123,200,21,-60,-58,-106,-147,76
-32,182,214,-75,-123,198,20,-61,-61,-107,-147,75
-32,181,213,-74,-122,197,18,-63,-64,-109,-148,75
-33,179,212,-73,-122,196,17,-66,-67,-111,-150,74
-34,178,212,-72,-123,195,15,-69,-70,-113,-151,73
-35,177,212,-71,-123,195,15,-72,-72,-114,-152,72
-35,176,211,-70,-123,194,14,-74,-75,-116,-154,71
-36,176,212,-70,-124,194,15,-74,-75,-116,-154,71
-36,175,211,-69,-123,193,15,-74,-75,-117,-155,70
-37,174,211,-68,-124,193,16,-73,-75,-117,-155,70
-37,173,210,-68,-123,192,16,-73,-76,-118,-156,70
-36,172,208,-68,-122,190,16,-73,-76,-118,-156,69
-36,171,207,-67,-121,189,16,-73,-76,-118,-156,69
-36,169,205,-66,-120,187,17,-72,-75,-118,-156,70
-37,168,205,-65,-121,187,19,-72,-75,-117,-155,70
-38,166,204,-64,-121,185,20,-72,-75,-117,-155,70
-38,165,203,-63,-120,184,20,-72,-77,-118,-156,69
-39,165,204,-63,-121,185,20,-73,-77,-119,-156,68
-40,164,204,-62,-122,184,20,-72,-77,-119,-156,68
-40,163,203,-61,-121,183,20,-72,-78,-119,-157,67
-40,163,203,-61,-121,183,20,-72,-78,-120,-158,67
-41,162,203,-60,-122,183,21,-71,-78,-120,-158,67
-42,161,203,-59,-122,182,22,-70,-77,-120,-158,66
-43,160,203,-58,-123,182,22,-70,-79,-122,-160,64
-45,159,204,-57,-124,182,23,-70,-79,-122,-161,63
-46,158,204,-56,-125,181,24,-69,-79,-123,-162,62
-48,157,205,-54,-126,181,25,-69,-79,-123,-163,62
-48,156,204,-54,-126,180,24,-69,-79,-124,-164,61
-48,156,204,-54,-126,180,24,-70,-80,-124,-165,60
-49,155,204,-53,-126,180,25,-69,-80,-124,-165,60
-49,155,204,-53,-126,180,24,-70,-80,-125,-165,59
-49,155,204,-53,-126,180,24,-71,-81,-126,-166,59
-49,155,204,-53,-126,180,24,-71,-82,-126,-166,58
-49,155,204,-53,-126,180,24,-72,-82,-127,-167,58
-49,155,204,-53,-126,180,24,-72,-82,-127,-167,58
-49,154,203,-52,-126,179,24,-73,-82,-127,-167,58
-48,155,203,-53,-125,179,25,-72,-82,-127,-167,58
-49,155,204,-53,-126,180,25,-72,-82,-127,-167,58
-49,155,204,-53,-126,180,25,-72,-83,-128,-168,57
-49,155,204,-53,-126,180,25,-72,-83,-128,-168,57
-49,155,204,-53,-126,180,25,-72,-83,-128,-169,57
-49,155,204,-53,-126,180,25,-71,-83,-128,-169,57
-49,155,204,-53,-126,180,25,-71,-83,-128,-169,56
-49,155,204,-53,-126,180,25,-71,-83,-129,-169,56
-49,154,203,-52,-126,179,25,-71,-83,-129,-170,56
-49,154,203,-52,-126,179,25,-72,-84,-130,-170,56
-50,154,204,-52,-127,179,26,-71,-83,-129,-169,56
-50,154,204,-52,-127,179,25,-71,-83,-130,-170,56
-51,153,204,-51,-127,179,25,-72,-84,-130,-170,56
-51,153,204,-51,-127,179,25,-72,-84,-130,-170,56
-51,153,204,-51,-127,179,25,-72,-83,-130,-170,56
-51,153,204,-51,-127,179,25,-72,-83,-129,-169,56
-51,153,204,-51,-127,179,26,-71,-83,-129,-169,56
-51,153,204,-51,-127,179,26,-71,-83,-129,-169,56
-51,154,205,-51,-128,180,26,-72,-83,-129,-169,56
-50,154,204,-52,-127,179,27,-72,-82,-129,-169,56
-50,154,204,-52,-127,179,26,-72,-82,-129,-169,56
-51,154,205,-51,-128,180,26,-72,-83,-129,-169,56
-51,154,205,-51,-128,180,26,-72,-83,-129,-169,56
-51,154,205,-51,-128,180,26,-72,-83,-129,-170,57
-51,154,205,-51,-128,180,26,-72,-82,-129,-169,57
-51,154,205,-51,-128,180,26,-71,-82,-128,-169,57
-51,154,205,-51,-128,180,27,-71,-81,-128,-169,58
-51,155,206,-52,-128,181,27,-71,-81,-128,-169,58
-50,155,205,-52,-127,180,26,-71,-81,-128,-169,57
-50,155,205,-52,-127,180,26,-71,-81,-128,-169,57
-51,154,205,-51,-128,180,27,-71,-81,-127,-169,57
-52,154,206,-51,-129,180,27,-71,-81,-128,-169,57
-52,154,206,-51,-129,180,27,-71,-80,-129,-171,55
-54,154,208,-50,-131,181,30,-69,-77,-129,-172,55
-57,154,211,-48,-134,183,34,-66,-73,-130,-175,52
-61,154,215,-46,-138,185,40,-61,-66,-133,-179,49
-66,155,221,-44,-143,188,50,-53,-55,-137,-185,45
-72,155,227,-41,-149,191,61,-41,-40,-142,-194,39
-78,155,233,-38,-155,194,75,-24,-21,-149,-204,31
-83,153,236,-35,-159,195,91,1,4,-155,-214,23
-86,151,237,-32,-161,194,110,34,37,-160,-225,14
-86,149,235,-31,-160,192,128,73,80,-161,-234,5
-82,149,231,-33,-156,190,144,114,130,-153,-238,1
-73,152,225,-39,-149,189,155,150,180,-139,-235,1
-63,161,224,-49,-143,193,160,174,223,-118,-225,7
-51,176,227,-62,-139,202,155,178,246,-91,-206,21
-37,197,234,-80,-135,216,139,157,237,-62,-180,43
-24,223,247,-99,-135,235,113,113,191,-32,-144,73
-11,250,261,-119,-136,256,82,53,113,-4,-101,109
1,277,276,-139,-137,277,46,-19,5,24,-51,150
16,302,286,-159,-135,294,3,-99,-132,52,6,195
33,324,291,-178,-129,308,-42,-178,-284,82,72,246
50,342,292,-196,-121,317,-85,-252,-437,109,141,299
67,353,286,-210,-109,320,-125,-319,-579,128,203,346
82,357,275,-219,-96,316,-156,-371,-697,138,252,385
92,354,262,-223,-85,308,-177,-408,-787,129,283,412
96,346,250,-221,-77,298,-187,-431,-849,93,286,423
91,333,242,-212,-75,288,-184,-440,-880,35,264,418
81,313,232,-197,-75,273,-170,-435,-883,-37,219,398
67,289,222,-178,-77,256,-149,-418,-869,-120,158,366
48,262,214,-155,-83,238,-124,-395,-847,-210,87,327
29,231,202,-130,-86,217,-93,-365,-816,-288,15,284
12,196,184,-104,-86,190,-57,-324,-770,-341,-50,240
-2,157,159,-77,-80,158,-20,-274,-713,-372,-105,199
-15,119,134,-52,-74,127,14,-222,-650,-387,-152,159
-26,87,113,-30,-69,100,43,-172,-585,-385,-188,123
-34,62,96,-14,-65,79,68,-124,-521,-366,-210,95
-40,46,86,-3,-63,66,81,-85,-462,-340,-222,74
-44,39,83,3,-63,61,83,-62,-411,-317,-228,58
-48,41,89,4,-68,65,80,-49,-365,-293,-229,47
-51,48,99,2,-75,74,77,-40,-322,-269,-226,41
-54,58,112,-2,-83,85,72,-36,-282,-245,-220,38
-55,70,125,-7,-90,98,66,-38,-244,-223,-213,37
-54,84,138,-15,-96,111,61,-41,-207,-201,-206,38
-54,96,150,-21,-102,123,59,-41,-172,-179,-197,40
-52,107,159,-27,-105,133,57,-42,-142,-160,-189,44
-49,117,166,-34,-107,142,55,-43,-116,-144,-180,48
-46,127,173,-40,-109,150,52,-44,-95,-132,-174,52
-44,134,178,-45,-111,156,50,-44,-79,-123,-169,55
-43,138,181,-47,-112,160,49,-43,-66,-116,-165,58
-42,140,182,-49,-112,161,50,-41,-57,-112,-163,59
-42,141,183,-49,-112,162,50,-39,-51,-110,-163,58
-42,142,184,-50,-113,163,51,-37,-46,-108,-164,58
-43,142,185,-49,-114,164,52,-36,-42,-106,-164,57
-44,142,186,-49,-115,164,54,-34,-37,-104,-164,57
-44,143,187,-49,-115,165,53,-34,-35,-104,-166,55
-44,143,187,-49,-115,165,53,-34,-32,-103,-166,54
-45,144,189,-49,-117,167,53,-34,-30,-102,-166,53
-45,144,189,-49,-117,167,53,-34,-27,-102,-165,53
-45,145,190,-50,-117,168,53,-34,-25,-100,-165,54
-44,145,189,-50,-116,167,53,-34,-23,-100,-164,54
-44,145,189,-50,-116,167,53,-35,-22,-99,-164,54
-44,145,189,-50,-116,167,53,-35,-20,-98,-164,55
-43,145,188,-51,-115,167,52,-36,-19,-97,-165,54
-42,145,187,-51,-114,166,52,-36,-18,-96,-166,53
-42,145,187,-51,-114,166,51,-36,-16,-95,-166,53
-42,146,188,-52,-115,167,51,-35,-14,-94,-165,53
-42,146,188,-52,-115,167,51,-35,-12,-92,-165,53
-42,147,189,-52,-115,168,51,-35,-12,-92,-165,52
-42,147,189,-52,-115,168,51,-35,-10,-92,-164,53
-42,148,190,-53,-116,169,51,-34,-9,-91,-163,54
-41,148,189,-53,-115,169,51,-35,-8,-90,-162,55
-41,148,189,-53,-115,169,50,-35,-7,-89,-161,55
-41,148,189,-53,-115,169,50,-35,-6,-89,-162,55
-41,147,188,-53,-114,168,50,-35,-6,-88,-162,55
-41,147,188,-53,-114,168,49,-36,-5,-88,-162,54
-41,146,187,-52,-114,167,49,-36,-4,-87,-162,54
-42,146,188,-52,-115,167,51,-34,-2,-86,-161,55
-41,147,188,-53,-114,168,50,-34,-1,-86,-161,55
-41,147,188,-53,-114,168,50,-33,0,-84,-159,56
-41,148,189,-53,-115,169,50,-33,1,-84,-158,57
-40,149,189,-54,-114,169,49,-34,1,-84,-158,57
-39,149,188,-55,-113,169,49,-33,2,-82,-157,58
-39,149,188,-55,-113,169,49,-33,2,-81,-157,58
-39,149,188,-55,-113,169,49,-33,3,-81,-158,57
-39,149,188,-55,-113,169,49,-33,4,-80,-158,56
-39,148,187,-54,-113,168,49,-32,5,-79,-157,56
-39,148,187,-54,-113,168,49,-31,6,-78,-157,56
-39,148,187,-54,-113,168,49,-30,8,-77,-156,57
-38,148,186,-55,-112,167,49,-30,9,-76,-155,58
-38,147,185,-54,-111,166,49,-29,10,-75,-154,59
-38,146,184,-54,-111,165,49,-29,10,-75,-154,59
-38,146,184,-54,-111,165,49,-30,10,-75,-155,58
-38,145,183,-53,-110,164,49,-29,12,-74,-154,59
-38,145,183,-53,-110,164,49,-28,12,-74,-155,59
-38,146,184,-54,-111,165,49,-29,12,-74,-155,58
-37,146,183,-54,-110,165,49,-28,14,-73,-155,58
-37,147,184,-55,-110,166,49,-27,16,-72,-153,59
-36,148,184,-56,-110,166,49,-27,15,-72,-153,58
-36,149,185,-56,-110,167,49,-26,16,-71,-152,58
-35,149,184,-57,-109,167,48,-27,16,-71,-153,58
-35,148,183,-56,-109,166,48,-26,17,-70,-152,58
-36,147,183,-55,-109,165,47,-26,17,-70,-153,57
-36,147,183,-55,-109,165,47,-26,17,-69,-154,57
-36,147,183,-55,-109,165,47,-25,18,-69,-154,57
-35,147,182,-56,-108,165,47,-24,19,-67,-154,57
-35,148,183,-56,-109,166,48,-22,21,-66,-153,58
-34,149,183,-57,-108,166,48,-21,22,-66,-152,58
-33,149,182,-58,-107,166,48,-20,23,-65,-151,59
-32,150,182,-59,-107,166,48,-20,22,-65,-150,60
-31,151,182,-60,-106,167,48,-20,22,-65,-150,60
-31,151,182,-60,-106,167,48,-20,22,-65,-149,60
-31,151,182,-60,-106,167,47,-20,22,-66,-149,60
-31,151,182,-60,-106,167,47,-20,22,-66,-150,60
